id,nom,statut,latitude,longitude,infos
525ne,Parkings du centre-ville,libre,48.8627552,2.273079100000018,
743kt,Parking Indigo,libre,48.8796867,2.1850908999999774,
z229d,Parking Indigo Hotel de Ville,libre,48.8779491,2.180668100000048,
7q49d,Parking Des Arcades,libre,48.8755578,2.180838900000026,
9x57q,Parking Indigo Hotel de Ville,libre,48.8779491,2.180668100000048,
6m77j,Parking Indigo Médiathèque,libre,48.8776813,2.179805100000067,
4th43,Parking Zenpark,libre,48.88461299999999,2.1857112000000143,
63xp8,Parking Indigo République,libre,48.8800126,2.175044899999989,
4f8w5,parking rueil malmaison,libre,48.8863644,2.172672700000021,
